# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jan 11 04:18:35 2023
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_impact,koi_impact_err1,koi_impact_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_kepmag
2760,8753657,K00321.01,Kepler-406 b,CONFIRMED,CANDIDATE,1.0000,0.6940,0.1770,-0.4550,1.41,2.100e-01,-8.000e-02,1302.0,,,12.520
2761,8554498,K00005.01,,CANDIDATE,CANDIDATE,1.0000,0.9520,0.0010,-0.0020,7.14,5.200e-01,-3.100e-01,1441.0,,,11.665
2762,3847708,K00389.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2500,0.7570,-0.2500,1.55,2.200e-01,-1.200e-01,951.0,,,13.936
2763,3849155,K00390.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.1070,0.3630,-0.1070,1.43,3.100e-01,-1.900e-01,1577.0,,,13.831
2764,3858804,K00391.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2280,8.8570,-0.7850,74.69,1.156e+01,-2.144e+01,865.0,,,13.778
2765,3942670,K00392.01,Kepler-147 c,CONFIRMED,CANDIDATE,1.0000,0.9470,0.0120,-0.6640,2.98,5.500e-01,-5.500e-01,689.0,,,13.954
2766,3942670,K00392.02,Kepler-147 b,CONFIRMED,CANDIDATE,0.9930,0.7090,0.2580,-0.4690,1.33,2.400e-01,-2.500e-01,953.0,,,13.954
2767,6949898,K03031.01,,CANDIDATE,CANDIDATE,0.9910,0.2650,0.1920,-0.2650,1.19,3.000e-01,-1.000e-01,840.0,,,15.267
2768,10585738,K03032.01,Kepler-1415 b,CONFIRMED,FALSE POSITIVE,0.9730,0.3190,0.1500,-0.3190,1.31,2.700e-01,-9.000e-02,1846.0,,,15.744
2769,7186665,K03033.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7440,0.2220,-0.5230,1.21,3.200e-01,-1.400e-01,921.0,,,14.538
2770,2973386,K03034.01,,CANDIDATE,CANDIDATE,1.0000,0.8810,0.0510,-0.6070,1.66,1.200e-01,-1.700e-01,291.0,,,15.572
2771,6388770,K03035.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,,,,,,,,,,13.870
2772,7022573,K03112.01,,CANDIDATE,CANDIDATE,0.7610,0.0190,0.4240,-0.0190,1.41,3.100e-01,-1.400e-01,1230.0,,,15.855
2773,7676423,K03113.01,Kepler-1430 b,CONFIRMED,CANDIDATE,1.0000,0.0520,0.4140,-0.0520,1.03,9.000e-02,-9.000e-02,969.0,,,15.245
2774,9288237,K03114.01,,CANDIDATE,CANDIDATE,0.9880,0.0130,0.4400,-0.0130,1.01,2.000e-01,-3.100e-01,1291.0,,,12.277
2775,11714231,K03115.01,Kepler-1431 b,CONFIRMED,CANDIDATE,0.9980,0.5390,0.4080,-0.3300,1.45,4.500e-01,-2.000e-01,1064.0,,,15.273
2776,11720424,K03116.01,Kepler-1432 b,CONFIRMED,CANDIDATE,0.9800,0.3980,0.0630,-0.3980,1.91,6.100e-01,-2.100e-01,709.0,,,15.376
2777,7837302,K00048.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.0080,0.0130,-0.0130,59.31,1.497e+01,-2.779e+01,919.0,,,13.722
2778,8753657,K00321.02,Kepler-406 c,CONFIRMED,CANDIDATE,0.9960,0.3880,0.0760,-0.3880,0.77,1.200e-01,-5.000e-02,1050.0,,,12.520
2779,8948424,K00322.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,6.2170,25.5300,-0.9200,584.67,0.000e+00,0.000e+00,1008.0,,,12.970
2780,9139084,K00323.01,Kepler-523 b,CONFIRMED,CANDIDATE,1.0000,0.1290,0.3250,-0.1280,1.92,2.000e-01,-1.000e-01,884.0,,,12.465
2781,9641041,K00324.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7780,0.0320,-0.1780,1.96,4.100e-01,-5.400e-01,2359.0,,,12.217
2782,9724984,K00325.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9950,0.2090,-0.0230,7.84,1.170e+00,-2.550e+00,1195.0,,,12.940
2783,2452450,K00380.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9590,0.0030,-0.0040,4.83,7.700e-01,-7.600e-01,1203.0,,,13.110
2784,3230578,K00381.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9720,0.0500,-0.0260,9.57,2.640e+00,-2.630e+00,1351.0,,,13.406
2785,3231137,K00382.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2050,6.1880,-0.1560,23.78,7.130e+00,-2.360e+00,1253.0,,,13.561
2786,3353050,K00384.01,Kepler-541 b,CONFIRMED,CANDIDATE,1.0000,0.6360,0.0240,-0.4940,3.95,5.900e-01,-1.100e+00,1673.0,,,13.281
2787,3446746,K00385.01,Kepler-542 b,CONFIRMED,CANDIDATE,1.0000,0.5910,0.0430,-0.4600,1.59,1.600e-01,-1.300e-01,698.0,,,13.435
2788,5695396,K00283.01,Kepler-131 b,CONFIRMED,CANDIDATE,0.9760,0.5460,0.3030,-0.3530,2.13,3.100e-01,-2.100e-01,718.0,,,11.525
2789,5217891,K03036.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9460,0.0100,-0.6560,3.48,8.000e-01,-3.100e-01,294.0,,,15.648
2790,6593150,K03037.01,,CANDIDATE,CANDIDATE,0.9980,0.3010,0.1560,-0.3010,1.23,3.000e-01,-1.000e-01,927.0,,,15.861
2791,8051946,K03038.01,Kepler-1416 b,CONFIRMED,CANDIDATE,0.9930,0.9740,0.0070,-0.6850,1.44,2.300e-01,-3.200e-01,1870.0,,,14.220
2792,5445681,K03039.01,Kepler-1417 b,CONFIRMED,CANDIDATE,0.9150,0.1920,0.2310,-0.1920,1.01,2.900e-01,-1.500e-01,695.0,,,13.914
2793,6523351,K03117.01,,CANDIDATE,CANDIDATE,0.9760,0.9020,0.0270,-0.6940,0.87,1.200e-01,-4.000e-02,915.0,,,13.163
2794,5551672,K03119.01,,CANDIDATE,CANDIDATE,0.0130,0.0350,0.4470,-0.0350,0.94,1.500e-01,-1.100e-01,529.0,,,16.946
2795,11499192,K03120.01,Kepler-1433 b,CONFIRMED,CANDIDATE,0.9980,0.1680,0.3020,-0.1680,1.43,2.300e-01,-1.400e-01,1226.0,,,14.826
2796,12416661,K03122.01,Kepler-1434 b,CONFIRMED,CANDIDATE,0.9990,0.0350,0.3990,-0.0350,1.28,2.400e-01,-3.300e-01,1320.0,,,12.086
2797,8197793,K03123.01,,CANDIDATE,CANDIDATE,0.9980,0.1920,0.2770,-0.1920,1.94,3.100e-01,-2.600e-01,800.0,,,15.029
2798,8258171,K00286.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7110,0.2210,-0.7110,3.84,1.000e+00,-1.510e+00,1358.0,,,11.641
2799,9880467,K00326.01,,FALSE POSITIVE,FALSE POSITIVE,0.0050,0.5600,0.3610,-0.3610,36.00,5.850e+00,-8.770e+00,2262.0,,,12.960
2800,9880467,K00326.02,,FALSE POSITIVE,FALSE POSITIVE,0.9050,0.0550,0.4040,-0.0550,29.67,4.820e+00,-7.230e+00,985.0,,,12.960
2801,9881662,K00327.01,Kepler-140 b,CONFIRMED,CANDIDATE,1.0000,0.3030,0.1170,-0.3030,1.38,2.200e-01,-1.200e-01,1301.0,,,12.996
2802,9881662,K00327.02,Kepler-140 c,CONFIRMED,CANDIDATE,1.0000,0.0080,0.4280,-0.0080,1.57,2.500e-01,-1.400e-01,428.0,,,12.996
2803,9895004,K00328.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2210,6.3570,-0.1300,30.03,4.750e+00,-4.260e+00,1489.0,,,12.820
2804,3656121,K00386.01,Kepler-146 b,CONFIRMED,CANDIDATE,1.0000,0.0290,0.3730,-0.0290,3.56,5.700e-01,-4.600e-01,639.0,,,13.838
2805,10620329,K00066.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2690,0.3050,-0.1590,83.25,9.150e+00,-2.134e+01,5187.0,,,11.002
2806,3656121,K00386.02,Kepler-146 c,CONFIRMED,CANDIDATE,0.9730,0.4620,0.4240,-0.2530,3.08,4.900e-01,-4.000e-01,473.0,,,13.838
2807,3733628,K00387.01,Kepler-543 b,CONFIRMED,CANDIDATE,1.0000,0.7770,0.0090,-0.5450,2.46,1.000e-01,-1.300e-01,521.0,,,13.577
2808,3831053,K00388.01,Kepler-1719 b,CONFIRMED,CANDIDATE,1.0000,0.3680,0.0540,-0.3680,3.26,5.100e-01,-8.500e-01,1287.0,,,13.644
2809,6357290,K03040.01,,CANDIDATE,CANDIDATE,0.8820,0.2000,0.2310,-0.2000,1.59,4.300e-01,-1.700e-01,1077.0,,,15.667
2810,4072955,K03041.01,,CANDIDATE,CANDIDATE,0.9800,0.3890,0.0710,-0.3890,1.15,3.500e-01,-1.600e-01,1183.0,,,14.207
2811,8695311,K03042.01,,CANDIDATE,CANDIDATE,0.9980,0.1530,0.2980,-0.1530,1.91,5.600e-01,-2.300e-01,595.0,,,15.959
2812,9834731,K03043.01,,CANDIDATE,CANDIDATE,1.0000,0.6500,0.3130,-0.4240,1.07,1.700e-01,-6.000e-02,1361.0,,,14.829
2813,5092266,K03045.01,Kepler-1896 b,CONFIRMED,CANDIDATE,0.9980,0.4360,0.0580,-0.4060,2.56,8.000e-01,-2.700e-01,536.0,,,15.755
2814,4076976,K03124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5810,0.0480,-0.4700,0.48,2.000e-02,-3.000e-02,706.0,,,14.203
2815,8751796,K03125.01,Kepler-1435 b,CONFIRMED,CANDIDATE,0.9570,0.5690,0.3700,-0.3540,0.90,1.700e-01,-1.100e-01,1331.0,,,12.938
2816,7097534,K03126.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0170,0.4530,-0.0170,0.84,2.400e-01,-1.000e-01,1418.0,,,14.461
2817,9907129,K03127.01,Kepler-1436 b,CONFIRMED,CANDIDATE,1.0000,0.9410,0.0280,-0.6530,2.07,3.600e-01,-3.900e-01,1001.0,,,14.930
2818,7609674,K03128.01,,CANDIDATE,CANDIDATE,0.9510,0.2050,0.2620,-0.2050,2.62,3.600e-01,-8.200e-01,1048.0,,,13.371
2819,9527334,K00049.01,Kepler-461 b,CONFIRMED,CANDIDATE,1.0000,0.0020,0.4320,-0.0020,2.74,4.300e-01,-1.300e-01,886.0,,,13.704
2820,10031885,K00329.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1970,6.7400,-0.0070,20.80,6.080e+00,-2.030e+00,882.0,,,13.478
2821,11361646,K00330.01,Kepler-524 b,CONFIRMED,CANDIDATE,1.0000,0.1280,0.2660,-0.1280,1.85,2.800e-01,-2.000e-01,974.0,,,13.928
2822,11361646,K00330.02,Kepler-524 c,CONFIRMED,CANDIDATE,0.9980,0.0110,0.4490,-0.0110,0.83,1.300e-01,-9.000e-02,1574.0,,,13.928
2823,10285631,K00331.01,Kepler-525 b,CONFIRMED,CANDIDATE,1.0000,0.8580,0.0080,-0.6030,3.64,5.700e-01,-8.600e-01,832.0,,,13.497
2824,3964109,K00393.01,Kepler-544 b,CONFIRMED,CANDIDATE,1.0000,0.0810,0.3520,-0.0810,2.09,3.800e-01,-2.300e-01,748.0,,,13.542
2825,4159347,K00394.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2240,73.9500,-2.5060,74.76,1.510e+01,-2.804e+01,1342.0,,,13.167
2826,3544595,K00069.01,Kepler-93 b,CONFIRMED,CANDIDATE,1.0000,0.6570,0.0420,-0.4490,1.56,7.000e-02,-7.000e-02,1028.0,,,9.931
2827,4165960,K00395.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.1780,34.2000,-0.0250,29.41,5.150e+00,-3.440e+00,1219.0,,,13.889
2828,4252322,K00396.01,,CANDIDATE,CANDIDATE,1.0000,1.2100,55.0000,-0.1370,36.85,9.970e+00,-9.970e+00,879.0,,,13.311
2829,4376644,K00397.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9330,0.0170,-0.0170,14.41,4.690e+00,-1.560e+00,618.0,,,13.767
2830,9301506,K03047.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.1090,0.3340,-0.1090,1.14,1.400e-01,-1.100e-01,1728.0,,,15.248
2831,5695396,K00283.02,Kepler-131 c,CONFIRMED,CANDIDATE,0.9830,0.3220,0.1320,-0.3220,0.83,1.200e-01,-8.000e-02,615.0,,,11.525
2832,9714550,K03048.01,Kepler-1695 b,CONFIRMED,CANDIDATE,1.0000,0.1210,0.3420,-0.1210,0.97,2.000e-01,-8.000e-02,957.0,,,14.651
2833,6263593,K03049.01,Kepler-1418 b,CONFIRMED,CANDIDATE,0.7990,0.1760,0.2700,-0.1750,1.21,1.200e-01,-9.000e-02,419.0,,,15.037
2834,5475042,K03050.01,,CANDIDATE,CANDIDATE,0.8920,0.1520,0.3130,-0.1520,1.02,2.100e-01,-9.000e-02,1487.0,,,15.330
2835,6964159,K03129.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9530,0.0040,-0.7190,1.61,4.700e-01,-1.600e-01,586.0,,,14.746
2836,10252275,K03130.01,Kepler-1907 c,CONFIRMED,CANDIDATE,0.9880,1.0060,0.0750,-0.7300,2.90,3.100e-01,-3.200e-01,620.0,,,13.752
2837,10252275,K03130.02,Kepler-1907 b,CONFIRMED,CANDIDATE,0.9940,0.8890,0.0700,-0.6560,1.05,1.200e-01,-1.100e-01,856.0,,,13.752
2838,11455181,K03131.01,Kepler-1437 b,CONFIRMED,CANDIDATE,1.0000,0.1970,0.2730,-0.1960,1.21,3.600e-01,-1.100e-01,770.0,,,15.591
2839,9541295,K03132.01,,CANDIDATE,CANDIDATE,0.0000,0.6100,0.0240,-0.5070,1.35,2.400e-01,-4.500e-01,3195.0,,,12.649
2840,10290666,K00332.01,Kepler-526 b,CONFIRMED,CANDIDATE,1.0000,0.6500,0.0870,-0.4500,1.91,2.900e-01,-1.300e-01,1099.0,,,13.046
2841,10337258,K00333.01,Kepler-527 b,CONFIRMED,CANDIDATE,1.0000,0.7740,0.1580,-0.5250,4.03,9.400e-01,-1.240e+00,1157.0,,,13.390
2842,10383687,K00334.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7520,0.0360,-0.5330,1.23,3.800e-01,-1.900e-01,969.0,,,13.301
2843,10470206,K00335.01,,FALSE POSITIVE,FALSE POSITIVE,0.3940,0.8700,0.0180,-0.0520,5.25,1.480e+00,-1.480e+00,708.0,,,13.893
2844,10518725,K00336.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7420,0.2240,-0.5360,2.80,5.700e-01,-8.600e-01,1200.0,,,13.124
2845,12314973,K00279.02,Kepler-450 c,CONFIRMED,CANDIDATE,0.9980,0.3720,0.0770,-0.3720,2.59,1.500e-01,-1.800e-01,944.0,,,11.684
2846,5450893,K02970.01,Kepler-1890 b,CONFIRMED,CANDIDATE,0.9930,0.9220,0.0270,-0.6990,1.08,1.900e-01,-2.200e-01,1328.0,,,12.861
2847,4770174,K02971.01,,CANDIDATE,CANDIDATE,1.0000,0.6850,0.0080,-0.5320,1.26,2.300e-01,-1.600e-01,1259.0,,,12.742
2848,8949925,K02972.01,,CANDIDATE,CANDIDATE,0.9840,0.2310,0.2220,-0.2310,1.98,3.200e-01,-2.600e-01,850.0,,,15.085
2849,5091016,K02973.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6780,0.2910,-0.4470,1.66,5.700e-01,-2.300e-01,1120.0,,,15.390
2850,9959492,K03051.01,,CANDIDATE,CANDIDATE,,0.6987,0.0043,-0.5276,1.45,5.800e-01,-1.100e-01,802.0,,,15.276
2851,8827575,K03052.01,,CANDIDATE,CANDIDATE,0.9770,0.5440,0.3970,-0.3430,0.78,7.000e-02,-4.000e-02,736.0,,,13.573
2852,8827575,K03052.02,,CANDIDATE,CANDIDATE,0.8700,0.4680,0.4890,-0.2600,0.91,9.000e-02,-5.000e-02,637.0,,,13.573
2853,2716801,K03053.01,Kepler-1419 b,CONFIRMED,CANDIDATE,0.9590,0.4950,0.4590,-0.2830,2.45,7.500e-01,-2.500e-01,510.0,,,15.761
2854,7281454,K03055.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7620,,,0.08,0.000e+00,-1.000e-02,1554.0,,,14.648
2855,7216284,K03056.01,Kepler-1420 b,CONFIRMED,CANDIDATE,0.9720,0.0000,0.4510,0.0000,1.24,2.200e-01,-9.000e-02,806.0,,,15.883
2856,8703887,K00287.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5790,0.0270,-0.0480,20.88,6.480e+00,-2.770e+00,1288.0,,,11.054
2857,9899352,K03135.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2410,0.5400,-0.0900,24.29,5.850e+00,-1.950e+00,1532.0,,,15.846
2858,6945786,K03136.01,Kepler-1909 b,CONFIRMED,CANDIDATE,0.9900,0.2990,0.1510,-0.2990,0.93,8.000e-02,-9.000e-02,1031.0,,,15.738
2859,5978170,K03140.01,Kepler-1910 b,CONFIRMED,CANDIDATE,0.9680,0.3900,0.0620,-0.3900,0.99,5.000e-02,-9.000e-02,645.0,,,15.561
2860,5440317,K03141.01,Kepler-1438 b,CONFIRMED,CANDIDATE,0.8930,0.4290,0.0600,-0.4050,1.24,2.000e-01,-2.000e-01,1490.0,,,14.869
2861,10545066,K00337.01,Kepler-528 b,CONFIRMED,CANDIDATE,1.0000,0.0150,0.3750,-0.0150,2.10,3.200e-01,-2.800e-01,708.0,,,13.936
2862,6056992,K00051.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2250,1.0510,-0.1370,50.44,0.000e+00,0.000e+00,833.0,,,13.761
2863,10552611,K00338.01,Kepler-141 c,CONFIRMED,CANDIDATE,1.0000,0.6830,0.0460,-0.4800,1.50,8.000e-02,-7.000e-02,738.0,,,13.448
2864,10552611,K00338.02,Kepler-141 b,CONFIRMED,CANDIDATE,0.9990,0.7000,0.2430,-0.4730,0.73,4.000e-02,-3.000e-02,968.0,,,13.448
2865,10587105,K00339.01,Kepler-529 b,CONFIRMED,CANDIDATE,1.0000,0.7130,0.1830,-0.4700,2.10,3.500e-01,-3.100e-01,1662.0,,,13.763
2866,10587105,K00339.02,Kepler-529 c,CONFIRMED,CANDIDATE,1.0000,0.9560,0.0250,-0.6830,2.55,4.200e-01,-3.800e-01,891.0,,,13.763
2867,6948480,K02975.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2310,6.8650,-0.3830,27.03,8.490e+00,-2.810e+00,327.0,,,15.310
2868,6438099,K02976.01,,CANDIDATE,CANDIDATE,0.9890,0.7140,0.0570,-0.5070,1.94,2.300e-01,-1.000e-01,503.0,,,15.862
2869,11090556,K02977.01,Kepler-1398 b,CONFIRMED,CANDIDATE,1.0000,0.0580,0.4020,-0.0580,1.02,1.800e-01,-2.000e-01,1510.0,,,13.710
2870,11090556,K02977.02,Kepler-1398 c,CONFIRMED,CANDIDATE,0.9840,0.4990,0.4430,-0.2840,1.13,1.900e-01,-2.300e-01,1324.0,,,13.710
2871,10686814,K02978.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.0130,0.4480,-0.0130,1.03,6.000e-02,-9.000e-02,843.0,,,15.593
2872,3234843,K03057.01,Kepler-405 c,CONFIRMED,CANDIDATE,0.9970,0.7440,0.1940,-0.5140,3.02,9.100e-01,-2.900e-01,557.0,,,15.855
2873,6021275,K00284.01,Kepler-132 d,CONFIRMED,CANDIDATE,0.9710,0.9660,0.0270,-0.6960,1.93,2.700e-01,-3.100e-01,758.0,,,11.818
2874,3234843,K03057.02,Kepler-405 b,CONFIRMED,CANDIDATE,1.0000,0.0240,0.4260,-0.0240,2.06,6.300e-01,-1.900e-01,785.0,,,15.855
2875,8192911,K03058.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.7270,0.2520,-0.5020,1.33,1.400e-01,-1.200e-01,751.0,,,15.504
2876,10554967,K03059.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4890,0.4400,-0.2970,1.81,4.400e-01,-1.400e-01,1974.0,,,15.546
2877,3752110,K03142.01,,CANDIDATE,CANDIDATE,0.9620,0.0520,0.4120,-0.0520,2.21,6.800e-01,-2.500e-01,718.0,,,15.243
2878,5688790,K03144.01,Kepler-1439 b,CONFIRMED,CANDIDATE,0.8580,0.9280,0.0110,-0.6450,1.59,2.000e-01,-1.900e-01,420.0,,,16.109
2879,1717722,K03145.01,,CANDIDATE,CANDIDATE,1.0000,0.7060,0.0580,-0.4910,1.66,1.900e-01,-1.100e-01,798.0,,,15.689
2880,1717722,K03145.02,,CANDIDATE,CANDIDATE,0.8580,0.0100,0.4610,-0.0100,1.06,1.200e-01,-7.000e-02,1331.0,,,15.689
2881,10908248,K03146.01,Kepler-1440 b,CONFIRMED,CANDIDATE,0.7680,0.3980,0.0770,-0.3980,1.62,2.500e-01,-3.100e-01,597.0,,,14.131
2882,10616571,K00340.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.2100,0.0260,-0.0450,17.74,3.150e+00,-1.950e+00,676.0,,,13.057
2883,10878263,K00341.01,Kepler-414 c,CONFIRMED,CANDIDATE,1.0000,0.1880,0.2370,-0.1880,2.73,3.200e-01,-2.600e-01,890.0,,,13.338
2884,10878263,K00341.02,Kepler-414 b,CONFIRMED,CANDIDATE,1.0000,0.1350,0.2980,-0.1350,1.74,2.000e-01,-1.700e-01,1024.0,,,13.338
2885,10982872,K00343.01,Kepler-142 c,CONFIRMED,CANDIDATE,1.0000,0.3840,0.0020,-0.3840,2.75,4.400e-01,-4.800e-01,1201.0,,,13.203
2886,10982872,K00343.02,Kepler-142 b,CONFIRMED,CANDIDATE,1.0000,0.5130,0.0130,-0.4950,1.94,3.100e-01,-3.400e-01,1597.0,,,13.203
2887,2720514,K02979.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.9530,0.0090,-0.6930,1.15,3.700e-01,-1.600e-01,1837.0,,,13.328
2888,4141376,K00280.01,Kepler-1655 b,CONFIRMED,CANDIDATE,1.0000,0.9040,0.0030,-0.6510,2.25,1.000e-01,-1.000e-01,863.0,,,11.072
2889,9468551,K02980.01,Kepler-1399 b,CONFIRMED,CANDIDATE,0.9870,0.3650,0.0920,-0.3650,1.29,4.100e-01,-1.400e-01,1610.0,,,15.490
2890,9076971,K02981.01,Kepler-1400 b,CONFIRMED,CANDIDATE,0.2540,0.9280,0.0510,-0.6270,1.90,2.100e-01,-2.300e-01,725.0,,,15.737
2891,8360640,K02982.01,Kepler-1891 b,CONFIRMED,CANDIDATE,0.9990,0.7410,0.2280,-0.5300,1.37,3.100e-01,-1.300e-01,1017.0,,,14.264
2892,11019987,K03060.01,Kepler-1421 b,CONFIRMED,CANDIDATE,0.9770,0.2640,0.1890,-0.2640,0.91,1.600e-01,-1.400e-01,1209.0,,,12.788
2893,4857058,K03061.01,,CANDIDATE,CANDIDATE,0.9810,0.9830,0.0790,-0.7710,2.33,1.300e-01,-1.800e-01,807.0,,,14.316
2894,10924562,K03063.01,Kepler-1422 b,CONFIRMED,CANDIDATE,1.0000,0.0930,0.3450,-0.0930,1.94,5.500e-01,-2.700e-01,833.0,,,15.665
2895,9899505,K03064.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2400,0.3450,-0.1640,29.10,9.030e+00,-3.010e+00,1703.0,,,15.952
2896,5040077,K03065.01,,CANDIDATE,CANDIDATE,0.9990,0.3320,0.1150,-0.3320,1.00,2.600e-01,-1.100e-01,1810.0,,,14.603
2897,7534267,K03147.01,Kepler-1441 b,CONFIRMED,CANDIDATE,0.9970,0.4200,0.0280,-0.4200,2.51,4.000e-01,-6.200e-01,682.0,,,14.268
2898,9592705,K00288.01,Kepler-1714 b,CONFIRMED,CANDIDATE,1.0000,0.3150,0.1230,-0.3150,3.04,1.500e-01,-2.100e-01,1211.0,,,11.020
2899,10611420,K03148.01,,FALSE POSITIVE,FALSE POSITIVE,0.0140,0.4610,0.5150,-0.2540,1.83,5.600e-01,-2.200e-01,912.0,,,15.191
2900,10386922,K00289.01,Kepler-511 c,CONFIRMED,CANDIDATE,1.0000,0.0150,0.4120,-0.0150,3.13,4.900e-01,-6.600e-01,742.0,,,12.747
2901,10386922,K00289.02,Kepler-511 b,CONFIRMED,CANDIDATE,1.0000,0.4290,0.0930,-0.1840,7.56,1.170e+00,-1.600e+00,332.0,,,12.747
2902,10982872,K00343.03,Kepler-142 d,CONFIRMED,CANDIDATE,0.9980,0.0110,0.4370,-0.0110,1.67,2.700e-01,-2.900e-01,582.0,,,13.203
2903,3558981,K00052.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.6210,0.0550,-0.1590,17.82,2.750e+00,-1.700e+00,1064.0,,,13.109
2904,11015108,K00344.01,Kepler-530 b,CONFIRMED,CANDIDATE,1.0000,0.0280,0.3350,-0.0280,2.87,3.700e-01,-1.400e-01,488.0,,,13.400
2905,11074541,K00345.01,Kepler-531 b,CONFIRMED,CANDIDATE,1.0000,0.6580,0.0310,-0.4540,2.81,1.200e-01,-1.900e-01,453.0,,,13.340
2906,11100383,K00346.01,Kepler-532 b,CONFIRMED,CANDIDATE,1.0000,0.7680,0.1500,-0.5240,2.62,1.800e-01,-1.100e-01,620.0,,,13.524
2907,7918652,K02984.01,,CANDIDATE,CANDIDATE,0.9890,0.1160,0.3510,-0.1160,1.12,2.000e-01,-1.100e-01,975.0,,,13.066
2908,8847111,K02985.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,1.2580,0.6930,-0.2350,31.17,1.041e+01,-3.470e+00,2397.0,,,15.024
2909,4568298,K02986.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.5270,0.0220,-0.4570,1.21,2.900e-01,-1.200e-01,2046.0,,,15.945
2910,9230021,K03429.04,,CANDIDATE,CANDIDATE,0.5080,0.6240,0.0200,-0.4860,1.85,2.900e-01,-2.900e-01,538.0,,,15.364
2911,4374339,K02987.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0.4360,0.0300,-0.4360,2.32,3.700e-01,-8.200e-01,3257.0,,,12.928
2912,6636320,K02989.01,Kepler-1892 b,CONFIRMED,CANDIDATE,1.0000,0.0940,0.3700,-0.0940,1.31,2.300e-01,-1.000e-01,822.0,,,15.411
2913,4067925,K03066.01,Kepler-1897 b,CONFIRMED,CANDIDATE,0.8870,0.0320,0.4220,-0.0320,2.10,3.300e-01,-1.500e-01,505.0,,,15.911
